"name","asset","asset_tag","assigned","assigned_to","assignment_group","checked_in","checked_out","company","cost","location"
"MOC1852A0JV - SFP-H10GB-CU3M - L0117982L - CI000001394261","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"2W440065A0386 - UCS-CPU-E52660D - L0117982L - CI000001394152","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DE2D - UCS-MR-1X162RU-A - L0117982L - CI000001394088","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"AVD1850BJUX - DS-SFP-FC8G-SW - L0117982L - CI000001394274","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6E096 - UCS-MR-1X162RU-A - L0117982L - CI000001394101","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"DTM1851057K - UCSB-PSU-2500ACDV - L0117982L - CI000001394127","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N6KUK9-705N1.1 - L0117982L - CI000001394673","Cisco N6KUK9-705N1.1","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FCH18527CAG - UCSB-MLOM-40G-03 - L0117982L - CI000001394125","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DAFB - UCS-MR-1X162RU-A - L0117982L - CI000001394161","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DAF4 - UCS-MR-1X162RU-A - L0117982L - CI000001394159","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DCBC - UCS-MR-1X162RU-A - L0117982L - CI000001394069","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"N10-MGT012 - L0117982L - CI000001394306","Cisco N10-MGT012","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DABF - UCS-MR-1X162RU-A - L0117982L - CI000001394056","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"MOC1852A0DD - SFP-H10GB-CU3M - L0117982L - CI000001394258","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RS00050239E6D736 - UCS-MR-1X162RU-A - L0117982L - CI000001394175","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"S0RL00050239E6DAF5 - UCS-MR-1X162RU-A - L0117982L - CI000001394160","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Global Switch London 2 Building, 3 Nutmeg Lane, London, London, E14 2AX, United Kingdom"
"FOX1851P5MH - N6K-C6001-FAN-F - L0117982L - CI000001394652","Cisco N6K-C6001-FAN-F","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N56-LAN1K9 - L0117982L - CI000001394712","Cisco N56-LAN1K9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1848P8Q5 - N3K-C3064-FAN - L0117982L - CI000001394628","Cisco N3K-C3064-FAN","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N5672-EL2-SSK9 - L0117982L - CI000001394722","Cisco N5672-EL2-SSK9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH18527C74 - UCSB-MLOM-40G-03 - L0117982L - CI000001394474","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D6D0 - UCS-MR-1X162RU-A - L0117982L - CI000001394411","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"ART18461152 - UCS-PSU-6248UP-AC - L0117982L - CI000001394031","Cisco UCS-PSU-6248UP-AC","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89FCB - UCS-MR-1X162RU-A - L0117982L - CI000001394402","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0CW - SFP-H10GB-CU3M - L0117982L - CI000001394518","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0DE - SFP-H10GB-CU3M - L0117982L - CI000001394520","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DCF4 - UCS-MR-1X162RU-A - L0117982L - CI000001394457","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DFA9 - UCS-MR-1X162RU-A - L0117982L - CI000001394461","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D971 - UCS-MR-1X162RU-A - L0117982L - CI000001394421","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LIT1842154S - UCSC-PSU1-770W - L0117982L - CI000001394602","Cisco UCSC-PSU1-770W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N5672-EL2-SSK9 - L0117982L - CI000001394647","Cisco N5672-EL2-SSK9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18410UGL - SFP-10G-SR - L0117982L - CI000001394514","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18410E2X - SFP-10G-SR - L0117982L - CI000001394513","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N1K-VLCPU-96-ESSTL - L0117982L - CI000001394644","Cisco N1K-VLCPU-96-ESSTL","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJZ9 - DS-SFP-FC8G-SW - L0117982L - CI000001394006","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0CN - SFP-H10GB-CU3M - L0117982L - CI000001394023","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N56-BAS1K9 - L0117982L - CI000001394713","Cisco N56-BAS1K9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N10-MGT012 - L0117982L - CI000001394034","Cisco N10-MGT012","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E349 - UCS-MR-1X162RU-A - L0117982L - CI000001394598","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89D14 - UCS-MR-1X162RU-A - L0117982L - CI000001394443","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FLY184502E5 - UCSC-PCIE-ITG - L0117982L - CI000001394600","Cisco UCSC-PCIE-ITG","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E92637 - UCS-MR-1X162RU-A - L0117982L - CI000001394332","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0143 - UCS-CPU-E52660D - L0117982L - CI000001394387","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89B30 - UCS-MR-1X162RU-A - L0117982L - CI000001394358","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DBEF - UCS-MR-1X162RU-A - L0117982L - CI000001394317","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N5672-72P-SSK9 - L0117982L - CI000001394639","Cisco N5672-72P-SSK9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BD3T - DS-SFP-FC8G-SW - L0117982L - CI000001394003","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"UCSC-HS-C220M4 - L0117982L - CI000001394596","Cisco UCSC-HS-C220M4","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJZC - DS-SFP-FC8G-SW - L0117982L - CI000001394008","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"Logicalis Maintenance Service","","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH190279FQ - UCSB-B200-M4 - L0117982L - CI000001394362","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB8D - UCS-MR-1X162RU-A - L0117982L - CI000001394353","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"DTM1851058C - UCSB-PSU-2500ACDV - L0117982L - CI000001394479","Cisco UCSB-PSU-2500ACDV","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0CC - SFP-H10GB-CU3M - L0117982L - CI000001394020","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"SFP-H10GB-CU1-5M - L0117982L - CI000001394720","Cisco SFP-H10GB-CU1-5M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E8A104 - UCS-MR-1X162RU-A - L0117982L - CI000001394403","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC174006RL - SFP-H10GB-CU1M - L0117982L - CI000001394706","Cisco SFP-H10GB-CU1M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9C099 - UCS-MR-1X162RU-A - L0117982L - CI000001394586","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"POG183680EA - NXA-PAC-1100W - L0117982L - CI000001394703","Cisco NXA-PAC-1100W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89B2E - UCS-MR-1X162RU-A - L0117982L - CI000001394438","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1849XG3G - N20-FAN5 - L0117982L - CI000001394492","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E926D4 - UCS-MR-1X162RU-A - L0117982L - CI000001394337","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH190279RY - UCSB-B200-M4 - L0117982L - CI000001394363","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH18527CGM - UCSB-MLOM-40G-03 - L0117982L - CI000001394366","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850XK64 - N20-FAN5 - L0117982L - CI000001394377","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BD3G - DS-SFP-FC8G-SW - L0117982L - CI000001394002","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DAFC - UCS-MR-1X162RU-A - L0117982L - CI000001394311","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BD2D - DS-SFP-FC8G-SW - L0117982L - CI000001394001","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18440GMR - SFP-10G-SR - L0117982L - CI000001394018","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJYM - DS-SFP-FC8G-SW - L0117982L - CI000001394536","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJZ3 - DS-SFP-FC8G-SW - L0117982L - CI000001394537","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0K4 - SFP-H10GB-CU3M - L0117982L - CI000001394523","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0G9 - SFP-H10GB-CU3M - L0117982L - CI000001394025","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB90 - UCS-MR-1X162RU-A - L0117982L - CI000001394354","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D946 - UCS-MR-1X162RU-A - L0117982L - CI000001394419","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LSV183802XV - UCSC-MRAID12G - L0117982L - CI000001394592","Cisco UCSC-MRAID12G","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850GD5N - UCSB-5108-AC2-UPG - L0117982L - CI000001394407","Cisco UCSB-5108-AC2-UPG","","","","","","","Deloitte Ltd","114.1","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2W440065A0195 - UCS-CPU-E52660D - L0117982L - CI000001394390","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9A2C9 - UCS-MR-1X162RU-A - L0117982L - CI000001394611","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89FB9 - UCS-MR-1X162RU-A - L0117982L - CI000001394399","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC1852A0C2 - SFP-H10GB-CU3M - L0117982L - CI000001394516","Cisco SFP-H10GB-CU3M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850G2G7 - UCSB-5108-AC2-UPG - L0117982L - CI000001394307","Cisco UCSB-5108-AC2-UPG","","","","","","","Deloitte Ltd","114.1","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E028 - UCS-MR-1X162RU-A - L0117982L - CI000001394463","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E039 - UCS-MR-1X162RU-A - L0117982L - CI000001394464","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DF46 - UCS-MR-1X162RU-A - L0117982L - CI000001394458","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1849XFJ1 - N20-FAN5 - L0117982L - CI000001394487","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1849XFJN - N20-FAN5 - L0117982L - CI000001394488","Cisco N20-FAN5","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89F81 - UCS-MR-1X162RU-A - L0117982L - CI000001394449","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FOX1850GE9W - N01-UAC1 - L0117982L - CI000001394486","Cisco N01-UAC1","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6E637 - UCS-MR-1X162RU-A - L0117982L - CI000001394430","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"ART184621AY - NXA-PAC-1100W - L0117982L - CI000001394632","Cisco NXA-PAC-1100W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BDX6 - DS-SFP-FC8G-SW - L0117982L - CI000001394534","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"MOC174006RR - SFP-H10GB-CU1M - L0117982L - CI000001394633","Cisco SFP-H10GB-CU1M","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0276 - UCS-CPU-E52660D - L0117982L - CI000001394389","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89BEC - UCS-MR-1X162RU-A - L0117982L - CI000001394396","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR18440GAU - SFP-10G-SR - L0117982L - CI000001394015","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BK06 - DS-SFP-FC8G-SW - L0117982L - CI000001394010","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"3231J3E1EF4 - DCNM-SAN-N5K-K9 - L0117982L - CI000001394636","Cisco DCNM-SAN-N5K-K9","","","","","","","Deloitte Ltd","433.37","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJZX - DS-SFP-FC8G-SW - L0117982L - CI000001394009","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"Logicalis Maintenance Service - Generic Business Service - L0117982L - CI000002428278","","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"ART1846114E - UCS-PSU-6248UP-AC - L0117982L - CI000001394527","Cisco UCS-PSU-6248UP-AC","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH19027921 - UCSB-B200-M4 - L0117982L - CI000001394472","Cisco UCSB-B200-M4","","","","","","","Deloitte Ltd","177.94","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DA26 - UCS-MR-1X162RU-A - L0117982L - CI000001394406","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6D6FD - UCS-MR-1X162RU-A - L0117982L - CI000001394413","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0667 - UCS-CPU-E52660D - L0117982L - CI000001394496","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E119 - UCS-MR-1X162RU-A - L0117982L - CI000001394468","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E02A - UCS-MR-1X162RU-A - L0117982L - CI000001394613","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"UCSC-HS-C220M4 - L0117982L - CI000001394603","Cisco UCSC-HS-C220M4","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB66 - UCS-MR-1X162RU-A - L0117982L - CI000001394455","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"UCSB-HS-EP-M4-F - L0117982L - CI000001394373","Cisco UCSB-HS-EP-M4-F","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E036 - UCS-MR-1X162RU-A - L0117982L - CI000001394322","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S04900050339E925FA - UCS-MR-1X162RU-A - L0117982L - CI000001394329","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6E024 - UCS-MR-1X162RU-A - L0117982L - CI000001394321","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"2L440038A0676 - UCS-CPU-E52660D - L0117982L - CI000001394497","Cisco UCS-CPU-E52660D","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BJYY - DS-SFP-FC8G-SW - L0117982L - CI000001394005","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"JUR183814Y7 - SFP-10G-SR - L0117982L - CI000001394012","Cisco SFP-10G-SR","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"LIT18460PDS - NXA-PAC-500W - L0117982L - CI000001394738","Cisco NXA-PAC-500W","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"N56-BAS1K9 - L0117982L - CI000001394641","Cisco N56-BAS1K9","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"5511J7F448E - DCNM-LAN-N5K-K9 - L0117982L - CI000001394637","Cisco DCNM-LAN-N5K-K9","","","","","","","Deloitte Ltd","61.91","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"AVD1850BK0L - DS-SFP-FC8G-SW - L0117982L - CI000001394540","Cisco DS-SFP-FC8G-SW","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RL00050239E6DB96 - UCS-MR-1X162RU-A - L0117982L - CI000001394356","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89D26 - UCS-MR-1X162RU-A - L0117982L - CI000001394444","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S05Y00050339E89D13 - UCS-MR-1X162RU-A - L0117982L - CI000001394442","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S0RS00050239E6F09D - UCS-MR-1X162RU-A - L0117982L - CI000001394436","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH18527C76 - UCSB-MLOM-40G-03 - L0117982L - CI000001394475","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH18527C7Y - UCSB-MLOM-40G-03 - L0117982L - CI000001394476","Cisco UCSB-MLOM-40G-03","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"S06W00050339E9A122 - UCS-MR-1X162RU-A - L0117982L - CI000001394608","Cisco UCS-MR-1X162RU-A","","","","","","","Deloitte Ltd","0","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
"FCH1849V1FU - UCSC-C220-M4S - L0117982L - CI000001394579","Cisco UCSC-C220-M4S","","","","","","","Deloitte Ltd","233.35","Matrix 11 900 Coronation Road, London, NW10 7PH, United Kingdom"
